date,close,volume
4/2/2015 11:00,4.98,3927
4/2/2015 11:15,4.978,2700
4/2/2015 11:30,4.982,1200
4/2/2015 11:45,4.98,600
4/2/2015 12:00,4.978,4900
4/2/2015 12:15,4.98,5400
4/2/2015 12:30,4.982,4700
4/2/2015 12:45,4.982,4400
4/2/2015 13:00,4.984,6200
4/2/2015 13:15,4.982,7500
4/2/2015 13:30,4.978,12025
4/2/2015 13:45,4.986,7900
4/2/2015 14:00,4.982,600
4/2/2015 14:15,4.984,1300
4/2/2015 14:30,4.984,2100
4/2/2015 14:45,4.984,14000
4/2/2015 15:00,4.984,2100
4/2/2015 15:15,4.988,5500
4/2/2015 15:30,4.99,3000
4/2/2015 15:45,4.996,4000
4/6/2015 9:30,5.032,100
4/6/2015 9:45,5.032,300
4/6/2015 10:15,5.036,140
4/6/2015 11:45,5.042,100
4/6/2015 12:00,5.036,300
4/6/2015 13:30,5.04,100
4/6/2015 14:15,5.044,1000
4/7/2015 12:00,5.036,300
4/7/2015 15:45,5.026,100
4/8/2015 9:30,5.17,300
4/8/2015 9:45,5.118,300
4/9/2015 10:00,5.148,200
4/9/2015 10:15,5.14,400
4/9/2015 11:15,5.14,200
4/9/2015 11:45,5.136,100
4/9/2015 12:15,5.156,111
4/9/2015 12:45,5.154,361
4/9/2015 13:15,5.158,551
4/9/2015 13:45,5.16,355
4/9/2015 14:00,5.16,500
4/9/2015 14:30,5.164,1000
4/10/2015 9:45,5.166,200
4/10/2015 10:00,5.162,500
4/10/2015 10:30,5.168,200
4/10/2015 10:45,5.158,1820
4/10/2015 11:30,5.168,782
4/10/2015 12:00,5.172,631
4/10/2015 13:15,5.18,2600
4/10/2015 13:30,5.19,100
4/10/2015 15:45,5.178,327
4/13/2015 9:30,5.234,100
4/13/2015 11:00,5.212,200
4/13/2015 11:15,5.208,110
4/13/2015 12:00,5.21,988
4/13/2015 12:45,5.206,367
4/13/2015 13:45,5.2,117
4/13/2015 15:00,5.198,100
4/14/2015 9:30,5.178,500
4/14/2015 10:45,5.164,100
4/14/2015 11:00,5.172,100
4/14/2015 12:15,5.172,805
4/14/2015 12:30,5.174,800
4/15/2015 13:15,5.186,411
4/15/2015 14:15,5.204,500
4/15/2015 14:30,5.204,400
4/15/2015 14:45,5.204,107
4/15/2015 15:00,5.204,125
4/15/2015 15:30,5.192,100
4/15/2015 15:45,5.194,390
4/16/2015 9:30,5.202,100
4/16/2015 10:30,5.21,2109
4/16/2015 13:45,5.232,177
4/16/2015 15:00,5.224,100
4/16/2015 15:15,5.222,172
4/17/2015 15:45,5.146,300
4/27/2015 9:30,5.27,100
4/27/2015 11:30,5.26,136
4/27/2015 12:00,5.26,200
4/27/2015 12:15,5.25,400
4/29/2015 12:45,5.16,100
4/30/2015 10:30,5.156,500
4/30/2015 11:00,5.144,100
4/30/2015 13:15,5.158,657
4/30/2015 13:30,5.16,400
4/30/2015 15:00,5.14,7500
4/30/2015 15:15,5.144,500
5/4/2015 10:30,5.21,237
5/4/2015 11:15,5.21,135
5/4/2015 14:15,5.226,800
5/6/2015 10:45,5.116,1160
5/6/2015 11:15,5.11,916
6/2/2015 12:30,4.978,100
6/2/2015 13:45,4.982,350
6/2/2015 14:00,4.982,1914
6/2/2015 14:15,4.982,600
6/3/2015 10:00,4.946,605
6/3/2015 10:15,4.958,800
6/3/2015 10:30,4.96,1500
6/3/2015 10:45,4.96,826
6/4/2015 12:15,4.902,295
6/8/2015 15:45,4.868,100
6/9/2015 9:45,4.828,100
6/9/2015 10:30,4.828,100
6/9/2015 11:00,4.834,133
6/9/2015 13:15,4.842,100
6/9/2015 15:45,4.848,200
6/10/2015 10:15,4.874,200
6/10/2015 11:30,4.882,200
6/11/2015 9:45,4.886,656
6/11/2015 12:00,4.876,1100
6/11/2015 12:15,4.876,100
6/11/2015 14:00,4.878,100
6/11/2015 14:15,4.878,100
6/11/2015 15:00,4.86,100
6/11/2015 15:15,4.87,200
6/12/2015 10:00,4.876,100
6/12/2015 10:15,4.866,100
6/12/2015 11:00,4.85,329
6/12/2015 11:45,4.872,484
6/15/2015 10:15,4.812,100
6/16/2015 15:45,4.818,100
6/17/2015 11:45,4.808,100
6/19/2015 11:00,4.84,100
6/19/2015 14:30,4.828,100
6/19/2015 15:30,4.81,100
6/22/2015 15:45,4.874,100
6/23/2015 10:00,4.932,200
6/23/2015 11:30,4.932,100
6/24/2015 10:30,4.946,100
6/24/2015 15:00,4.918,100
6/24/2015 15:45,4.922,200
6/25/2015 10:45,4.892,500
6/25/2015 14:15,4.906,200
6/25/2015 15:15,4.882,100
6/26/2015 9:45,4.886,100
6/26/2015 10:30,4.896,100
6/26/2015 14:30,4.86,200
6/30/2015 11:45,4.808,500
6/30/2015 12:00,4.808,900
6/30/2015 12:15,4.808,100
6/30/2015 14:00,4.838,200
6/30/2015 14:15,4.826,100
6/30/2015 15:00,4.822,100
7/2/2015 10:45,4.83,200
7/2/2015 15:15,4.826,100
7/2/2015 15:45,4.822,100
7/6/2015 10:00,4.698,100
7/6/2015 10:45,4.732,100
7/6/2015 14:15,4.686,202
7/6/2015 14:30,4.668,200
7/7/2015 11:30,4.582,100
7/7/2015 13:45,4.608,100
7/7/2015 15:00,4.634,100
7/7/2015 15:45,4.628,200
7/8/2015 10:00,4.53,100
7/8/2015 12:00,4.532,100
7/8/2015 13:00,4.53,100
7/8/2015 14:15,4.51,100
7/8/2015 15:00,4.506,100
7/8/2015 15:30,4.5,400
7/8/2015 15:45,4.486,100
7/14/2015 9:45,4.694,487
7/14/2015 10:00,4.69,100
7/14/2015 10:45,4.694,100
7/14/2015 11:15,4.706,200
7/14/2015 11:30,4.708,200
7/14/2015 13:00,4.712,100
7/14/2015 14:00,4.708,100
7/14/2015 14:45,4.712,500
7/16/2015 11:45,4.734,1300
7/17/2015 11:30,4.714,200
7/20/2015 15:45,4.708,100
7/22/2015 10:45,4.656,152
7/23/2015 15:15,4.616,500
7/24/2015 9:45,4.592,300
7/24/2015 10:15,4.582,261
7/27/2015 11:45,4.52,100
7/27/2015 12:30,4.504,100
7/27/2015 13:45,4.492,100
7/27/2015 15:45,4.508,500
7/28/2015 13:15,4.524,100
7/28/2015 14:45,4.526,110
7/29/2015 9:30,4.52,300
7/29/2015 10:00,4.538,100
7/29/2015 13:45,4.568,300
7/30/2015 10:30,4.548,100
7/30/2015 10:45,4.536,100
7/31/2015 11:15,4.596,300
7/31/2015 11:45,4.596,100
8/3/2015 9:30,4.532,200
8/3/2015 10:15,4.52,400
8/3/2015 10:30,4.53,400
8/3/2015 10:45,4.534,600
8/3/2015 11:00,4.536,100
8/3/2015 12:00,4.548,100
8/3/2015 15:45,4.532,200
8/5/2015 10:30,4.59,100
8/5/2015 11:00,4.59,100
8/5/2015 11:45,4.584,100
8/5/2015 13:15,4.572,100
8/5/2015 14:45,4.574,100
8/6/2015 10:00,4.528,100
8/6/2015 12:15,4.516,100
8/7/2015 11:30,4.496,230
8/7/2015 15:30,4.5,448
8/11/2015 12:00,4.488,100
8/12/2015 9:30,4.426,200
8/12/2015 9:45,4.416,110
8/12/2015 10:00,4.418,200
8/12/2015 10:15,4.418,2900
8/12/2015 10:30,4.422,128
8/12/2015 11:00,4.418,697
8/12/2015 11:30,4.414,300
8/12/2015 13:00,4.43,305
8/12/2015 13:15,4.422,100
8/12/2015 13:45,4.426,1200
8/12/2015 14:45,4.426,100
8/12/2015 15:30,4.448,500
8/13/2015 9:30,4.43,500
8/13/2015 10:15,4.442,100
8/13/2015 11:15,4.452,100
8/13/2015 13:30,4.46,100
8/13/2015 14:00,4.46,100
8/14/2015 11:30,4.458,100
8/14/2015 12:00,4.446,100
8/14/2015 13:00,4.45,200
8/14/2015 15:00,4.456,200
8/14/2015 15:15,4.456,200
8/14/2015 15:45,4.448,100
8/21/2015 10:30,4.22,100
8/21/2015 10:45,4.22,100
8/21/2015 11:30,4.204,433
8/21/2015 12:00,4.208,490
8/21/2015 14:15,4.194,200
8/21/2015 14:30,4.194,500
8/21/2015 15:30,4.146,200
8/21/2015 15:45,4.152,100
8/25/2015 10:45,4.15,200
8/25/2015 13:15,4.142,100
8/25/2015 15:00,4.116,100
8/25/2015 15:45,4.058,201
8/27/2015 9:45,4.246,100
8/27/2015 10:15,4.242,100
8/27/2015 10:30,4.248,100
8/27/2015 10:45,4.266,300
8/27/2015 11:00,4.278,100
8/27/2015 11:45,4.284,300
8/27/2015 12:15,4.296,100
8/27/2015 13:15,4.312,200
8/27/2015 14:30,4.288,300
8/27/2015 15:30,4.284,100
8/28/2015 11:30,4.29,2100
8/28/2015 14:15,4.266,1000
8/28/2015 14:45,4.272,139
8/28/2015 15:45,4.276,100
9/1/2015 9:30,4.172,100
9/1/2015 10:15,4.152,3800
9/1/2015 13:15,4.13,800
9/1/2015 14:30,4.138,100
9/1/2015 15:00,4.136,100
9/1/2015 15:45,4.136,202
9/4/2015 11:15,4.154,736
9/4/2015 11:30,4.152,100
9/4/2015 13:45,4.122,900
9/4/2015 14:15,4.112,200
9/4/2015 14:45,4.108,300
9/11/2015 12:15,4.262,1914
9/11/2015 13:45,4.26,300
9/11/2015 14:15,4.26,100
9/11/2015 14:45,4.266,100
9/11/2015 15:45,4.27,400
9/14/2015 10:30,4.256,100
9/14/2015 11:00,4.254,100
9/14/2015 13:15,4.242,200
9/14/2015 13:45,4.252,1200
9/14/2015 15:45,4.244,800
9/15/2015 10:45,4.29,200
9/15/2015 11:00,4.29,400
9/15/2015 14:00,4.3,465
9/15/2015 15:45,4.302,400
9/17/2015 10:15,4.36,100
9/17/2015 11:30,4.358,100
9/17/2015 12:30,4.358,100
9/17/2015 13:00,4.362,600
9/17/2015 15:30,4.378,100
9/17/2015 15:45,4.356,300
9/29/2015 15:30,4.088,900
9/30/2015 14:45,4.164,800
10/2/2015 9:30,4.182,2500
10/2/2015 10:30,4.188,100
10/2/2015 11:30,4.222,100
10/2/2015 14:45,4.26,277
10/2/2015 15:15,4.2978,12751
10/2/2015 15:30,4.298,200
10/2/2015 15:45,4.286,100
10/5/2015 9:45,4.344,100
10/5/2015 11:30,4.354,100
10/5/2015 13:15,4.35,100
10/5/2015 14:30,4.354,100
10/5/2015 14:45,4.366,100
10/5/2015 15:45,4.356,600
10/6/2015 10:00,4.37,300
10/6/2015 15:30,4.348,100
10/6/2015 15:45,4.342,173
10/7/2015 9:45,4.444,100
10/7/2015 10:15,4.478,100
10/7/2015 11:00,4.45,100
10/7/2015 11:45,4.424,100
10/7/2015 14:30,4.446,100
10/7/2015 14:45,4.444,100
10/7/2015 15:00,4.448,300
10/7/2015 15:30,4.436,100
10/7/2015 15:45,4.44,100
10/8/2015 9:45,4.452,100
10/8/2015 10:00,4.456,120
10/8/2015 10:45,4.452,100
10/8/2015 11:00,4.424,900
10/8/2015 11:30,4.456,300
10/8/2015 13:45,4.464,100
10/8/2015 15:45,4.5,225
10/12/2015 15:30,4.47,100
10/13/2015 13:30,4.438,100
10/13/2015 13:45,4.444,3900
10/13/2015 15:15,4.43,200
10/13/2015 15:45,4.428,300
10/14/2015 12:30,4.432,100
10/15/2015 11:15,4.456,100
10/19/2015 12:15,4.486,100
10/19/2015 13:15,4.486,200
10/19/2015 15:45,4.496,100
10/21/2015 9:45,4.496,100
10/21/2015 11:45,4.484,100
10/21/2015 15:45,4.458,100
10/26/2015 10:45,4.526,6600
10/26/2015 11:45,4.526,200
10/26/2015 14:00,4.508,400
10/26/2015 14:15,4.512,100
10/27/2015 11:15,4.472,100
10/27/2015 11:30,4.482,100
10/27/2015 12:15,4.48,100
10/27/2015 13:45,4.458,100
10/27/2015 15:15,4.48,500
10/27/2015 15:45,4.482,304
10/28/2015 11:30,4.49,500
10/28/2015 15:45,4.44,300
10/29/2015 13:45,4.408,200
10/29/2015 14:00,4.41,100
10/29/2015 14:15,4.41,200
10/29/2015 14:30,4.406,100
10/29/2015 14:45,4.408,100
10/29/2015 15:00,4.402,470
10/29/2015 15:15,4.404,200
10/29/2015 15:30,4.404,100
10/29/2015 15:45,4.404,3900
10/30/2015 11:45,4.398,100
10/30/2015 13:00,4.404,100
11/3/2015 10:15,4.49,100
11/3/2015 10:45,4.492,100
11/3/2015 11:45,4.5,500
11/3/2015 12:15,4.498,100
11/3/2015 14:30,4.532,600
11/3/2015 15:00,4.524,300
11/3/2015 15:30,4.524,200
11/3/2015 15:45,4.514,500
11/4/2015 10:00,4.54,100
11/4/2015 10:30,4.526,100
11/4/2015 10:45,4.53,1315
11/4/2015 12:30,4.51,100
11/4/2015 14:30,4.498,500
11/4/2015 14:45,4.506,400
11/4/2015 15:00,4.498,15525
11/4/2015 15:15,4.502,600
11/5/2015 10:00,4.504,200
11/5/2015 10:30,4.49,100
11/5/2015 11:00,4.482,100
11/5/2015 13:30,4.522,200
11/5/2015 14:00,4.52,100
11/5/2015 15:30,4.5102,200
11/9/2015 12:00,4.386,200
11/9/2015 12:15,4.396,100
11/9/2015 12:30,4.398,100
11/11/2015 15:15,4.36,100
11/12/2015 13:45,4.368,5400
11/12/2015 15:00,4.35,300
11/12/2015 15:45,4.332,100
11/17/2015 10:45,4.364,470
11/17/2015 11:15,4.356,569
11/17/2015 11:30,4.362,100
11/17/2015 11:45,4.364,100
11/17/2015 12:00,4.362,100
11/17/2015 12:15,4.356,2700
11/17/2015 13:15,4.354,200
11/17/2015 14:00,4.35,456
11/17/2015 14:30,4.344,100
11/17/2015 14:45,4.344,100
11/17/2015 15:45,4.332,600
11/19/2015 10:00,4.374,200
11/19/2015 10:45,4.394,200
11/19/2015 11:30,4.402,100
11/19/2015 11:45,4.388,200
11/19/2015 12:30,4.38,100
11/19/2015 13:00,4.404,500
11/23/2015 10:30,4.426,114
11/23/2015 12:00,4.412,100
11/23/2015 12:15,4.424,100
11/23/2015 12:30,4.406,100
11/23/2015 13:15,4.42,300
11/23/2015 13:30,4.428,400
11/23/2015 13:45,4.416,500
11/23/2015 15:00,4.412,200
11/25/2015 12:15,4.386,100
11/25/2015 12:30,4.384,1400
11/25/2015 12:45,4.386,100
11/25/2015 15:45,4.382,100
11/27/2015 11:45,4.334,400
11/27/2015 12:00,4.332,480
12/1/2015 10:30,4.352,2220
12/1/2015 12:30,4.348,3580
12/1/2015 12:45,4.348,436
12/1/2015 13:00,4.348,100
12/1/2015 13:15,4.342,2435
12/1/2015 13:30,4.344,1710
12/1/2015 14:00,4.354,100
12/1/2015 14:15,4.348,530
12/1/2015 14:45,4.358,300
12/1/2015 15:00,4.354,546
12/3/2015 10:30,4.154,500
12/3/2015 10:45,4.156,806
12/3/2015 11:00,4.158,300
12/3/2015 11:15,4.164,100
12/3/2015 13:30,4.138,100
12/3/2015 14:45,4.112,100
12/3/2015 15:45,4.114,200
12/8/2015 10:00,4.044,100
12/8/2015 10:15,4.042,700
12/8/2015 11:15,4.074,800
12/8/2015 11:30,4.066,7252
12/8/2015 11:45,4.064,11719
12/8/2015 12:00,4.06,300
12/8/2015 12:15,4.054,300
12/8/2015 13:00,4.06,100
12/8/2015 13:15,4.05,5244
12/8/2015 13:30,4.058,1327
12/8/2015 14:15,4.062,2100
12/8/2015 14:30,4.068,11259
12/8/2015 14:45,4.066,7002
12/8/2015 15:15,4.062,2878
12/8/2015 15:30,4.066,8594
12/8/2015 15:45,4.068,500
12/9/2015 10:00,4.068,100
12/9/2015 11:30,4.07,100
12/9/2015 11:45,4.064,700
12/9/2015 12:30,4.004,1000
12/9/2015 13:00,4.036,700
12/9/2015 13:15,4.028,100
12/9/2015 13:30,4.034,300
12/9/2015 13:45,4.04,600
12/9/2015 14:45,4.056,200
12/9/2015 15:00,4.022,200
12/9/2015 15:45,4.046,500
12/11/2015 13:00,3.948,100
12/11/2015 13:30,3.958,200
12/11/2015 14:15,3.96,235
12/11/2015 14:30,3.922,100
12/11/2015 15:00,3.956,200
12/11/2015 15:30,3.938,200
12/11/2015 15:45,3.942,400
12/14/2015 9:30,3.962,100
12/14/2015 12:45,3.948,4000
12/14/2015 13:00,3.97,700
12/14/2015 13:30,3.97,200
12/14/2015 13:45,3.938,106
12/14/2015 14:45,3.944,100
12/14/2015 15:45,3.974,100
12/15/2015 9:30,4.036,701
12/15/2015 10:15,4.034,400
12/15/2015 11:45,4.004,200
12/15/2015 12:00,4.022,800
12/15/2015 12:30,4.038,300
12/15/2015 13:30,4.034,200
12/15/2015 14:00,4.038,990
12/15/2015 14:30,4.04,300
12/15/2015 15:45,4.026,100
12/17/2015 9:45,4.11,1372
12/17/2015 10:15,4.098,100
12/17/2015 11:30,4.096,279
12/17/2015 14:00,4.106,100
12/17/2015 14:15,4.096,400
12/17/2015 15:30,4.08,827
12/17/2015 15:45,4.078,220
12/18/2015 9:30,4.06,1200
12/18/2015 9:45,4.088,1678
12/18/2015 10:00,4.064,1000
12/18/2015 10:30,4.066,200
12/18/2015 11:00,4.064,900
12/18/2015 11:30,4.068,100
12/18/2015 15:00,4.066,782
12/18/2015 15:15,4.06,1209
12/18/2015 15:30,4.05,300
12/18/2015 15:45,4.05,2300
12/23/2015 9:30,4.148,1300
12/23/2015 10:45,4.146,2640
12/23/2015 11:00,4.132,100
12/23/2015 11:30,4.14,200
12/23/2015 13:15,4.144,200
12/23/2015 13:45,4.146,200
12/23/2015 14:00,4.148,1360
12/23/2015 15:00,4.156,200
12/23/2015 15:15,4.154,400
12/24/2015 9:30,4.128,500
12/24/2015 9:45,4.15,100
12/24/2015 10:45,4.154,360
12/24/2015 11:00,4.146,200
12/24/2015 12:00,4.148,200
12/24/2015 12:15,4.154,100
12/24/2015 12:45,4.144,100
12/28/2015 9:30,4.032,200
12/28/2015 9:45,4.058,200
12/28/2015 10:30,4.018,100
12/28/2015 12:00,4.062,119
12/28/2015 12:45,4.052,169
12/28/2015 13:45,4.05,272
12/28/2015 14:00,4.036,200
12/28/2015 14:30,4.042,100
12/28/2015 14:45,4.034,100
12/28/2015 15:45,4.078,1340
12/29/2015 9:30,4.064,500
12/29/2015 11:15,4.054,100
12/29/2015 11:45,4.046,100
12/29/2015 12:00,4.06,300
12/29/2015 13:30,4.05,200
12/29/2015 14:00,4.048,100
12/29/2015 15:30,4.044,100
12/29/2015 15:45,4.062,100
1/4/2016 9:30,3.892,600
1/4/2016 10:15,3.904,268
1/4/2016 10:30,3.89,100
1/4/2016 11:00,3.882,100
1/4/2016 11:45,3.888,100
1/4/2016 12:00,3.892,100
1/4/2016 12:15,3.894,100
1/4/2016 13:15,3.92,1600
1/4/2016 15:45,3.894,100
1/5/2016 9:45,3.916,100
1/5/2016 14:15,3.934,100
1/5/2016 14:30,3.934,100
1/5/2016 14:45,3.932,100
1/5/2016 15:00,3.918,100
1/5/2016 15:15,3.91,200
1/5/2016 15:45,3.926,100
1/6/2016 12:45,3.884,123
1/6/2016 13:00,3.882,13564
1/6/2016 13:15,3.878,200
1/6/2016 13:45,3.886,300
1/7/2016 9:30,3.782,200
1/7/2016 11:30,3.82,500
1/7/2016 12:00,3.792,100
1/7/2016 12:45,3.796,100
1/7/2016 13:15,3.778,100
1/7/2016 15:30,3.768,100
1/7/2016 15:45,3.756,100
1/8/2016 9:30,3.784,108
1/8/2016 9:45,3.78,100
1/8/2016 10:00,3.774,100
1/8/2016 10:45,3.77,100
1/8/2016 12:15,3.78,100
1/8/2016 13:30,3.764,210
1/8/2016 15:15,3.756,100
1/8/2016 15:45,3.738,200
1/11/2016 9:45,3.748,6920
1/11/2016 10:00,3.75,200
1/11/2016 11:00,3.734,100
1/11/2016 11:30,3.734,100
1/11/2016 12:00,3.742,100
1/11/2016 13:00,3.71,100
1/11/2016 13:15,3.712,500
1/11/2016 15:45,3.74,200
1/12/2016 10:00,3.758,100
1/12/2016 13:45,3.736,100
1/12/2016 15:45,3.748,256
1/13/2016 13:30,3.726,100
1/13/2016 13:45,3.724,217
1/13/2016 14:45,3.704,100
1/14/2016 12:00,3.742,100
1/14/2016 14:30,3.752,200
1/14/2016 14:45,3.766,100
1/14/2016 15:30,3.756,1900
1/14/2016 15:45,3.738,590
1/15/2016 10:45,3.65,2600
1/15/2016 11:15,3.63,752
1/15/2016 11:30,3.628,182
1/15/2016 13:30,3.618,100
1/15/2016 14:15,3.626,100
1/15/2016 14:30,3.628,100
1/15/2016 15:15,3.624,100
1/15/2016 15:30,3.626,100
1/15/2016 15:45,3.632,600
1/19/2016 9:45,3.702,478
1/19/2016 10:00,3.698,300
1/19/2016 10:30,3.698,100
1/19/2016 11:30,3.68,100
1/19/2016 13:00,3.68,100
1/19/2016 13:15,3.678,8734
1/19/2016 13:30,3.674,11254
1/19/2016 15:15,3.658,100
1/19/2016 15:30,3.67,200
1/19/2016 15:45,3.674,200
1/20/2016 10:00,3.578,200
1/20/2016 10:15,3.578,100
1/20/2016 10:45,3.564,700
1/20/2016 11:00,3.57,900
1/20/2016 11:15,3.566,100
1/20/2016 12:45,3.548,300
1/20/2016 13:00,3.566,100
1/20/2016 14:30,3.59,324
1/20/2016 14:45,3.586,111
1/20/2016 15:00,3.594,1800
1/20/2016 15:30,3.608,211
1/20/2016 15:45,3.606,200
1/21/2016 9:30,3.608,139
1/21/2016 10:00,3.602,100
1/21/2016 11:15,3.652,128
1/21/2016 11:30,3.654,113
1/21/2016 12:15,3.642,9700
1/21/2016 12:30,3.642,600
1/21/2016 13:45,3.64,200
1/21/2016 15:30,3.626,6227
1/21/2016 15:45,3.616,7080
1/22/2016 9:30,3.682,241
1/22/2016 10:30,3.698,1200
1/22/2016 11:30,3.694,300
1/22/2016 11:45,3.694,328
1/22/2016 12:00,3.694,1471
1/22/2016 12:45,3.682,100
1/22/2016 13:30,3.697,200
1/22/2016 14:30,3.688,100
1/22/2016 14:45,3.69,100
1/22/2016 15:00,3.686,200
1/22/2016 15:15,3.704,110
1/22/2016 15:45,3.708,200
1/25/2016 14:00,3.68,100
1/25/2016 14:45,3.68,100
1/26/2016 10:00,3.674,100
1/26/2016 10:15,3.688,100
1/26/2016 11:30,3.702,195
1/26/2016 14:00,3.69,100
1/26/2016 15:15,3.682,200
1/26/2016 15:45,3.708,600
1/27/2016 10:15,3.69,100
1/27/2016 11:30,3.728,1000
1/27/2016 12:45,3.732,100
1/27/2016 15:45,3.694,779
1/28/2016 10:15,3.74,105
1/28/2016 10:45,3.74,200
1/28/2016 11:00,3.746,100
1/28/2016 11:15,3.744,600
1/28/2016 12:00,3.728,100
1/28/2016 15:15,3.744,100
1/28/2016 15:45,3.75,1000
1/29/2016 9:45,3.798,300
1/29/2016 10:00,3.82,100
1/29/2016 11:00,3.81,100
1/29/2016 12:00,3.816,100
1/29/2016 12:45,3.828,100
1/29/2016 15:00,3.836,325
1/29/2016 15:45,3.842,207
2/1/2016 10:30,3.808,100
2/1/2016 11:30,3.796,300
2/1/2016 12:30,3.786,200
2/1/2016 13:30,3.786,100
2/2/2016 10:30,3.744,200
2/2/2016 10:45,3.744,200
2/3/2016 15:00,3.764,100
2/3/2016 15:30,3.764,100
2/4/2016 11:30,3.804,200
2/4/2016 12:30,3.792,100
2/4/2016 13:00,3.79,200
2/5/2016 9:45,3.802,100
2/9/2016 14:15,3.654,200
2/9/2016 15:45,3.666,200
2/10/2016 10:45,3.716,100
2/10/2016 15:45,3.662,699
2/11/2016 11:45,3.602,200
2/11/2016 12:15,3.604,100
2/11/2016 12:30,3.604,237
2/11/2016 14:45,3.636,100
2/11/2016 15:45,3.638,170
2/12/2016 10:00,3.644,630
2/12/2016 14:45,3.662,140
2/12/2016 15:15,3.668,200
2/16/2016 9:45,3.774,100
2/16/2016 10:15,3.77,100
2/16/2016 10:30,3.77,100
2/16/2016 11:00,3.766,100
2/16/2016 12:00,3.768,1296
2/16/2016 12:45,3.786,100
2/16/2016 13:30,3.788,100
2/16/2016 14:00,3.79,100
2/16/2016 15:00,3.786,100
2/16/2016 15:15,3.772,500
2/16/2016 15:30,3.786,100
2/16/2016 15:45,3.774,200
2/17/2016 10:45,3.832,100
2/17/2016 11:00,3.832,100
2/17/2016 15:15,3.83,800
2/18/2016 9:30,3.842,100
2/18/2016 10:00,3.842,100
2/18/2016 10:15,3.842,100
2/18/2016 10:30,3.832,100
2/18/2016 11:15,3.818,100
2/18/2016 11:30,3.816,100
2/18/2016 11:45,3.822,100
2/18/2016 12:30,3.832,100
2/18/2016 13:00,3.832,100
2/18/2016 13:45,3.828,100
2/18/2016 14:15,3.83,400
2/18/2016 14:45,3.832,100
2/18/2016 15:00,3.826,100
2/18/2016 15:15,3.822,100
2/18/2016 15:30,3.82,100
2/18/2016 15:45,3.822,100
2/22/2016 10:15,3.874,100
2/22/2016 12:45,3.888,100
2/22/2016 14:15,3.888,100
2/23/2016 11:30,3.838,100
2/23/2016 14:30,3.822,100
2/23/2016 14:45,3.83,100
2/23/2016 15:15,3.81,100
2/23/2016 15:45,3.814,230
2/24/2016 10:00,3.75,213
2/25/2016 10:15,3.806,100
2/29/2016 11:30,3.854,300
